#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 11047, 5,KE9CTZ,    -0.30, 3,   boost,   -1.01, 100225.00,   91.97,   -0.25,    0.00, 18.1, 4.19, 4.17, 4.03,   9.76,   0.57,   0.08,   0.21,   0.32,   0.23,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.29, 3,   boost,   -0.00, 100225.00,   91.97,   -0.25,    0.00, 18.1, 4.19, 4.17, 4.03,   9.79,   0.45,  -0.19,  -2.11,   0.08,   0.17,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.28, 3,   boost,   -0.50, 100225.00,   91.97,   -0.25,    0.00, 18.1, 4.19, 4.17, 4.03,   9.79,   0.27,  -0.33,  -1.31,   0.08,   0.04,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.27, 3,   boost,   -0.00, 100227.00,   91.80,   -0.42,    0.00, 18.1, 4.19, 4.17, 4.03,   9.89,   0.32,  -0.26,   0.64,   0.20,  -0.14,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.26, 3,   boost,   -2.51, 100227.00,   91.80,   -0.42,    0.00, 18.1, 4.19, 4.17, 4.03,   9.85,   0.45,  -0.19,   1.37,   0.56,  -0.20,  -0.34,  -0.02,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.25, 3,   boost,   -0.00, 100229.00,   91.64,   -0.59,    0.00, 18.1, 4.19, 4.17, 4.03,   9.81,   0.57,  -0.11,   2.04,   0.14,   0.04,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.24, 3,   boost,   -0.00, 100229.00,   91.64,   -0.59,    0.00, 18.1, 4.19, 4.17, 4.03,   9.79,   0.71,   0.05,   2.65,   0.20,  -0.14,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.23, 3,   boost,   -2.01, 100227.00,   91.80,   -0.42,    0.00, 18.1, 4.19, 4.17, 4.03,   9.69,   0.79,   0.11,   1.62,   0.44,  -0.26,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.22, 3,   boost,    1.51, 100227.00,   91.80,   -0.42,    0.00, 18.1, 4.19, 4.17, 4.03,   9.81,   0.65,   0.21,   0.15,   0.08,  -0.20,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.21, 3,   boost,   -0.50, 100227.00,   91.80,   -0.42,    0.00, 18.1, 4.19, 4.17, 4.03,   9.87,   0.57,  -0.09,  -0.64,   0.26,  -0.08,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.20, 3,   boost,   -0.50, 100227.00,   91.80,   -0.42,    0.00, 18.1, 4.19, 4.17, 4.03,   9.80,   0.55,  -0.20,  -0.83,  -0.23,  -0.32,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.19, 3,   boost,   -0.00, 100233.00,   91.30,   -0.92,    0.00, 18.1, 4.19, 4.17, 4.03,   9.82,   0.34,  -0.27,  -1.44,   0.01,  -0.02,  -0.34,  -0.02,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.18, 3,   boost,    2.01, 100233.00,   91.30,   -0.92,    0.00, 18.1, 4.19, 4.17, 4.03,   9.83,   0.37,  -0.14,  -0.21,   0.08,   0.10,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.17, 3,   boost,   -0.00, 100233.00,   91.30,   -0.92,    0.00, 18.1, 4.19, 4.17, 4.03,   9.78,   0.40,  -0.09,   0.15,  -0.11,  -0.32,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.16, 3,   boost,    0.50, 100233.00,   91.30,   -0.92,    0.00, 18.1, 4.19, 4.17, 4.03,   9.80,   0.37,  -0.21,   0.64,   0.08,  -0.38,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.15, 3,   boost,   -0.00, 100228.00,   91.72,   -0.50,    0.00, 18.1, 4.19, 4.17, 4.03,   9.91,   0.60,  -0.16,   2.10,  -0.05,  -0.38,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.14, 3,   boost,   -1.51, 100228.00,   91.72,   -0.50,    0.00, 18.1, 4.19, 4.17, 4.03,   9.88,   0.70,  -0.05,   0.94,   0.08,  -0.20,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.13, 3,   boost,   -0.50, 100233.00,   91.30,   -0.92,    0.00, 18.1, 4.19, 4.17, 4.03,   9.86,   0.67,   0.14,  -0.15,   0.01,  -0.26,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.12, 3,   boost,   -0.00, 100233.00,   91.30,   -0.92,    0.00, 18.1, 4.19, 4.17, 4.03,   9.76,   0.58,   0.00,  -0.21,   0.20,  -0.20,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.11, 3,   boost,    0.50, 100229.00,   91.64,   -0.59,    0.00, 18.1, 4.19, 4.17, 4.03,   9.93,   0.44,   0.14,  -0.83,  -0.35,   0.17,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.10, 3,   boost,    2.01, 100229.00,   91.64,   -0.59,    0.01, 18.1, 4.19, 4.17, 4.03,   9.83,   0.36,  -0.22,  -1.74,   0.08,   0.04,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.09, 3,   boost,   -0.00, 100227.00,   91.80,   -0.42,    0.07, 18.1, 4.19, 4.17, 4.03,   9.69,   0.14,   0.01,   0.64,  -0.29,  -0.32,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.08, 3,   boost,    1.01, 100227.00,   91.80,   -0.42,    0.23, 18.1, 4.19, 4.17, 4.03,  10.09,   0.42,  -0.25,   1.56,   0.26,  -0.26,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.07, 3,   boost,    9.05, 100223.00,   92.14,   -0.08,    0.55, 18.1, 4.19, 4.17, 4.03,   9.86,   0.16,  -0.17,   2.96,   0.26,  -0.08,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.06, 3,   boost,   99.07, 100223.00,   92.14,   -0.08,    1.05, 18.1, 4.19, 4.17, 4.03,  17.72,   0.72,   1.26,   8.45,  -0.84,   0.04,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.05, 3,   boost,   99.58, 100384.00,   78.63,  -13.60,    1.75, 18.1, 4.19, 4.17, 4.03, 123.06,  -5.75,   0.47,  -0.21,   6.79, -10.09,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.04, 3,   boost,   95.05, 100384.00,   78.63,  -13.60,    2.60, 18.1, 4.19, 4.17, 4.03, 104.47, -10.98,  13.83,  -8.39, -11.40, -13.69,  -0.34,  -0.01,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.03, 3,   boost,  102.59, 100212.00,   93.06,    0.84,    3.55, 18.1, 4.19, 4.17, 4.03, 106.89,  -0.88,   7.96,   5.71,  -4.87,  -2.82,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.02, 3,   boost,   98.57, 100212.00,   93.06,    0.84,    4.54, 18.1, 4.19, 4.17, 4.03, 107.77,   0.19,   6.90,   5.46, -12.01,  -4.72,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,    -0.01, 3,   boost,   95.05, 100253.00,   89.62,   -2.60,    5.55, 18.1, 4.19, 4.17, 4.03, 107.90,  13.25,  -4.76,  12.54,  -6.33,   1.69,  -0.34,  -0.02,   0.75,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.97, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
6, 11047, 5,KE9CTZ,     0.00, 3,   boost,  117.68, 100253.00,   89.62,   -2.60,    6.58, 18.1, 4.19, 4.17, 4.03, 111.99,  27.26, -23.58,  -8.27,  40.91,  18.17,  -0.34,  -0.01,   0.76,   2.96, 4.18, 0.00, 0.00, 0.00, 4.20, 1, 1,  9,  40.3885336, -87.5141538,   219.0, 2025, 10, 25, 19, 28, 31,        0,        0,   0,   0,   1.4,   0.8,   1.1,  0,  0, 25, 25,  0,  0,  0,  0, 38,  0,  0,  0,  0,  0,  0, 29,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30, 25, 39, 27,  0, 35, 22
